id,objet,variable,valeur,operateur,date,annotations,fichier,methode,groupe_variables,heure,commentaire,code,type,parent,surface,cepage,clone_cepage,portegreffe,clone_portegreffe,date_debut,date_fin,densite_plantation,orientation,entre_rangs,entre_ceps,mode_conduite,systeme_taille,nb_rangs,nb_souches,piquets,geometry,description,surgreffage,rang,position_rang,groupeAccess,nom,region,type_sol,cadastre,profondeur_sol,adresse,label,systeme_irrigation,date_install_si
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:40,NA,106-3159B-ESP-HAUT-P04,zone,106-3159B-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83809,106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.71,miguel.delucchi,2016-07-27,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.7</value></data><data><label></label><value>-0.64</value></data><data><label></label><value>-0.78</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:40,NA,106-3159B-ESP-HAUT-P11,zone,106-3159B-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83810,106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.63,noelie.cerdan,2016-07-27,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.68</value></data><data><label></label><value>-0.56</value></data><data><label></label><value>-0.66</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:40,NA,106-3176N-ESP-HAUT-P04,zone,106-3176N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83811,106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.57,miguel.delucchi,2016-07-27,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.58</value></data><data><label></label><value>-0.54</value></data><data><label></label><value>-0.59</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:40,NA,106-3176N-ESP-HAUT-P11,zone,106-3176N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83814,106-3160N-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.81,ricardo.tello,2016-08-09,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.78</value></data><data><label></label><value>-0.84</value></data><data><label></label><value>-0.8</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:55,NA,106-3160N-ESP-HAUT-P04,zone,106-3160N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83815,106-3160N-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.45,rosario.sanchez,2016-08-09,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.32</value></data><data><label></label><value>-0.47</value></data><data><label></label><value>-0.47</value></data><data><label></label><value>-0.53</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:55,NA,106-3160N-ESP-HAUT-P11,zone,106-3160N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83816,106-3159B-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.92,rosario.sanchez,2016-08-09,"<rawData>
				<file></file>
				<datas><data><label></label><value>-1.25</value></data><data><label></label><value>-0.9</value></data><data><label></label><value>-0.62</value></data><data><label></label><value>-0.9</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,04:05,NA,106-3159B-ESP-HAUT-P04,zone,106-3159B-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83817,106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.8,ricardo.tello,2016-08-09,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.82</value></data><data><label></label><value>-0.86</value></data><data><label></label><value>-0.72</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,04:05,NA,106-3159B-ESP-HAUT-P11,zone,106-3159B-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83818,106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.87,rosario.sanchez,2016-08-09,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.72</value></data><data><label></label><value>-0.85</value></data><data><label></label><value>-1.05</value></data><data><label></label><value>-0.86</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,04:15,NA,106-3176N-ESP-HAUT-P04,zone,106-3176N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83819,106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.68,ricardo.tello,2016-08-09,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.6</value></data><data><label></label><value>-0.9</value></data><data><label></label><value>-0.55</value></data><data><label></label><value>-0.67</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,04:15,NA,106-3176N-ESP-HAUT-P11,zone,106-3176N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83822,106-3160N-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.28,joanna.denis,2017-07-04,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.21</value></data><data><label></label><value>-0.345</value></data><data><label></label><value>-0.338</value></data><data><label></label><value>-0.227</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3160N-ESP-HAUT-P04,zone,106-3160N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83823,106-3160N-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.25,lautaro.garcia,2017-07-04,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.237</value></data><data><label></label><value>-0.223</value></data><data><label></label><value>-0.27</value></data><data><label></label><value>-0.285</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3160N-ESP-HAUT-P11,zone,106-3160N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83824,106-3159B-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.3,joanna.denis,2017-07-04,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.286</value></data><data><label></label><value>-0.342</value></data><data><label></label><value>-0.273</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3159B-ESP-HAUT-P04,zone,106-3159B-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83825,106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.36,lautaro.garcia,2017-07-04,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.39</value></data><data><label></label><value>-0.35</value></data><data><label></label><value>-0.35</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3159B-ESP-HAUT-P11,zone,106-3159B-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83826,106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.27,joanna.denis,2017-07-04,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.257</value></data><data><label></label><value>-0.323</value></data><data><label></label><value>-0.227</value></data><data><label></label><value>-0.257</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3176N-ESP-HAUT-P04,zone,106-3176N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83827,106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.26,lautaro.garcia,2017-07-04,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.25</value></data><data><label></label><value>-0.263</value></data><data><label></label><value>-0.27</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3176N-ESP-HAUT-P11,zone,106-3176N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83830,106-3160N-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.51,teodora.depedro,2017-08-01,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.486</value></data><data><label></label><value>-0.552</value></data><data><label></label><value>-0.478</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3160N-ESP-HAUT-P04,zone,106-3160N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83831,106-3160N-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.25,teodora.depedro,2017-08-01,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.262</value></data><data><label></label><value>-0.227</value></data><data><label></label><value>-0.256</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3160N-ESP-HAUT-P11,zone,106-3160N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83832,106-3159B-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.53,lautaro.garcia,2017-08-01,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.555</value></data><data><label></label><value>-0.573</value></data><data><label></label><value>-0.453</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3159B-ESP-HAUT-P04,zone,106-3159B-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83833,106-3159B-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.43,lautaro.garcia,2017-08-01,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.466</value></data><data><label></label><value>-0.39</value></data><data><label></label><value>-0.44</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3159B-ESP-HAUT-P11,zone,106-3159B-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83834,106-3176N-ESP-HAUT-P04,VE_PotentielBaseMoyen,-0.6,lautaro.garcia,2017-08-01,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.548</value></data><data><label></label><value>-0.6</value></data><data><label></label><value>-0.644</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3176N-ESP-HAUT-P04,zone,106-3176N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83835,106-3176N-ESP-HAUT-P11,VE_PotentielBaseMoyen,-0.39,teodora.depedro,2017-08-01,"<rawData>
				<file></file>
				<datas><data><label></label><value>-0.375</value></data><data><label></label><value>-0.298</value></data><data><label></label><value>-0.491</value></data></datas>
			    </rawData>",\N,ChambreAPression,PotentielBaseMoy_VE,03:00,NA,106-3176N-ESP-HAUT-P11,zone,106-3176N-ESP-HAUT,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,placette observation VitiDur,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83838,106-3160N-ESP-HAUT-P04-C1,NbGrappes,4,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C1,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83839,106-3160N-ESP-HAUT-P04-C2,NbGrappes,3,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C2,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83840,106-3160N-ESP-HAUT-P04-C4,NbGrappes,16,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C4,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83841,106-3160N-ESP-HAUT-P04-C5,NbGrappes,6,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C5,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83842,106-3160N-ESP-HAUT-P04-C6,NbGrappes,4,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C6,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83843,106-3160N-ESP-HAUT-P08-C2,NbGrappes,5,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P08-C2,cep,106-3160N-ESP-HAUT-P08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83844,106-3160N-ESP-HAUT-P08-C3,NbGrappes,16,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P08-C3,cep,106-3160N-ESP-HAUT-P08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83845,106-3160N-ESP-HAUT-P08-C5,NbGrappes,17,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P08-C5,cep,106-3160N-ESP-HAUT-P08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83846,106-3160N-ESP-HAUT-P08-C6,NbGrappes,9,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P08-C6,cep,106-3160N-ESP-HAUT-P08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83847,106-3160N-ESP-HAUT-P11-C1,NbGrappes,13,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C1,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83848,106-3160N-ESP-HAUT-P11-C2,NbGrappes,9,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C2,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83849,106-3160N-ESP-HAUT-P11-C3,NbGrappes,0,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C3,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83850,106-3160N-ESP-HAUT-P11-C4,NbGrappes,6,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C4,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83851,106-3160N-ESP-HAUT-P11-C5,NbGrappes,18,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C5,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83852,106-3160N-ESP-HAUT-P11-C6,NbGrappes,9,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C6,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83853,106-3160N-ESP-HAUT-P15-C1,NbGrappes,12,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C1,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83854,106-3160N-ESP-HAUT-P15-C3,NbGrappes,2,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C3,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83855,106-3160N-ESP-HAUT-P15-C4,NbGrappes,15,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C4,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83856,106-3160N-ESP-HAUT-P15-C5,NbGrappes,0,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C5,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83857,106-3160N-ESP-HAUT-P15-C6,NbGrappes,13,\N,2017-08-25,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C6,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83858,106-3159B-ESP-HAUT-P04-C1,NbGrappes,20,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C1,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83859,106-3159B-ESP-HAUT-P04-C2,NbGrappes,1,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C2,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83860,106-3159B-ESP-HAUT-P04-C3,NbGrappes,4,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C3,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83861,106-3159B-ESP-HAUT-P04-C4,NbGrappes,11,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C4,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83862,106-3159B-ESP-HAUT-P04-C5,NbGrappes,5,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C5,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83863,106-3159B-ESP-HAUT-P04-C6,NbGrappes,13,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C6,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83864,106-3159B-ESP-HAUT-P11-C1,NbGrappes,28,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C1,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83865,106-3159B-ESP-HAUT-P11-C2,NbGrappes,14,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C2,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83866,106-3159B-ESP-HAUT-P11-C3,NbGrappes,5,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C3,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83867,106-3159B-ESP-HAUT-P11-C4,NbGrappes,9,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C4,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83868,106-3159B-ESP-HAUT-P11-C5,NbGrappes,1,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C5,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83870,106-3159B-ESP-HAUT-P15-C1,NbGrappes,16,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C1,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83871,106-3159B-ESP-HAUT-P15-C2,NbGrappes,4,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C2,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83872,106-3159B-ESP-HAUT-P15-C3,NbGrappes,12,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C3,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
