id,objet,variable,valeur,operateur,date,annotations,fichier,methode,groupe_variables,heure,commentaire,code,type,parent,surface,cepage,clone_cepage,portegreffe,clone_portegreffe,date_debut,date_fin,densite_plantation,orientation,entre_rangs,entre_ceps,mode_conduite,systeme_taille,nb_rangs,nb_souches,piquets,geometry,description,surgreffage,rang,position_rang,groupeAccess,nom,region,type_sol,cadastre,profondeur_sol,adresse,label,systeme_irrigation,date_install_si
92809,85-RUN-3347-342-B-R13B2,Flowering,0.1,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-342-B-R13B2,sous-parcelle,85-RUN-3347-342-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92810,85-RUN-3347-364-B-R11B6,Flowering,0.1,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-364-B-R11B6,sous-parcelle,85-RUN-3347-364-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92811,85-RUN-3347-365-B-R11B5,Flowering,0,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-365-B-R11B5,sous-parcelle,85-RUN-3347-365-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92812,85-RUN-3347-368-B-R12B2,Flowering,0,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-368-B-R12B2,sous-parcelle,85-RUN-3347-368-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92813,85-RUN-3347-396-B-R12B4,Flowering,0,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-396-B-R12B4,sous-parcelle,85-RUN-3347-396-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92814,85-RUN-3347-431-B-R11B7,Flowering,0.1,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-431-B-R11B7,sous-parcelle,85-RUN-3347-431-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92815,85-RUN-CabernetSauvignon-R3B1,Flowering,0.1,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-CabernetSauvignon-R3B1,sous-parcelle,85-RUN-CabernetSauvignon,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92816,85-RUN-Marselan-R2B2,Flowering,0.1,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-Marselan-R2B2,sous-parcelle,85-RUN-Marselan,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92817,85-RUN-Merlot-R2B3,Flowering,3,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-Merlot-R2B3,sous-parcelle,85-RUN-Merlot,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92818,85-RUN-Syrah-R2B1,Flowering,0.1,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-Syrah-R2B1,sous-parcelle,85-RUN-Syrah,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92820,85-RUN-3160-27-4-N-R4B2,Flowering,90,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3160-27-4-N-R4B2,sous-parcelle,85-RUN-3160-27-4-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92821,85-RUN-3161-22-4-N-R4B3,Flowering,98,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3161-22-4-N-R4B3,sous-parcelle,85-RUN-3161-22-4-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92822,85-RUN-3180-16-8-N-R5B1,Flowering,40,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3180-16-8-N-R5B1,sous-parcelle,85-RUN-3180-16-8-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92823,85-RUN-3294-57-N-R10B7,Flowering,80,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3294-57-N-R10B7,sous-parcelle,85-RUN-3294-57-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92824,85-RUN-3322-178-N-R10B3,Flowering,40,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3322-178-N-R10B3,sous-parcelle,85-RUN-3322-178-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92825,85-RUN-3322-226-N-R11B2,Flowering,75,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3322-226-N-R11B2,sous-parcelle,85-RUN-3322-226-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92826,85-RUN-3322-285-N-R11B3,Flowering,75,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3322-285-N-R11B3,sous-parcelle,85-RUN-3322-285-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92827,85-RUN-3322-339-N-R10B2,Flowering,25,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3322-339-N-R10B2,sous-parcelle,85-RUN-3322-339-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92795,85-RUN-3160-27-4-N-R4B2,Flowering,0.1,emmanuelle.zumstein,2016-05-30,\N,\N,Observation,Flowering,\N,NA,85-RUN-3160-27-4-N-R4B2,sous-parcelle,85-RUN-3160-27-4-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92830,85-RUN-3328-177-N-R10B4,Flowering,30,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3328-177-N-R10B4,sous-parcelle,85-RUN-3328-177-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92831,85-RUN-3328-306-N-R10B5,Flowering,98,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3328-306-N-R10B5,sous-parcelle,85-RUN-3328-306-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92832,85-RUN-3347-320-B-R12B3,Flowering,50,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-320-B-R12B3,sous-parcelle,85-RUN-3347-320-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92833,85-RUN-3347-330-B-R12B5,Flowering,85,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-330-B-R12B5,sous-parcelle,85-RUN-3347-330-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92834,85-RUN-3347-342-B-R13B2,Flowering,40,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-342-B-R13B2,sous-parcelle,85-RUN-3347-342-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92835,85-RUN-3347-364-B-R11B6,Flowering,65,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-364-B-R11B6,sous-parcelle,85-RUN-3347-364-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92836,85-RUN-3347-365-B-R11B5,Flowering,20,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-365-B-R11B5,sous-parcelle,85-RUN-3347-365-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92837,85-RUN-3347-368-B-R12B2,Flowering,50,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-368-B-R12B2,sous-parcelle,85-RUN-3347-368-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92838,85-RUN-3347-396-B-R12B4,Flowering,25,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-396-B-R12B4,sous-parcelle,85-RUN-3347-396-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92839,85-RUN-3347-431-B-R11B7,Flowering,90,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-431-B-R11B7,sous-parcelle,85-RUN-3347-431-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92840,85-RUN-CabernetSauvignon-R3B1,Flowering,80,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-CabernetSauvignon-R3B1,sous-parcelle,85-RUN-CabernetSauvignon,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92841,85-RUN-Marselan-R2B2,Flowering,90,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-Marselan-R2B2,sous-parcelle,85-RUN-Marselan,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92842,85-RUN-Merlot-R2B3,Flowering,98,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-Merlot-R2B3,sous-parcelle,85-RUN-Merlot,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92843,85-RUN-Syrah-R2B1,Flowering,90,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-Syrah-R2B1,sous-parcelle,85-RUN-Syrah,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92844,85-RUN-3084-2-46-N-R4B1,Flowering,80,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3084-2-46-N-R4B1,sous-parcelle,85-RUN-3084-2-46-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92845,85-RUN-3180-16-8-N-R5B1,Flowering,80,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3180-16-8-N-R5B1,sous-parcelle,85-RUN-3180-16-8-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92846,85-RUN-3322-178-N-R10B3,Flowering,95,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3322-178-N-R10B3,sous-parcelle,85-RUN-3322-178-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92847,85-RUN-3322-339-N-R10B2,Flowering,75,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3322-339-N-R10B2,sous-parcelle,85-RUN-3322-339-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92848,85-RUN-3328-177-N-R10B4,Flowering,60,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3328-177-N-R10B4,sous-parcelle,85-RUN-3328-177-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92849,85-RUN-3347-320-B-R12B3,Flowering,95,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-320-B-R12B3,sous-parcelle,85-RUN-3347-320-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92850,85-RUN-3347-342-B-R13B2,Flowering,75,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-342-B-R13B2,sous-parcelle,85-RUN-3347-342-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92851,85-RUN-3347-364-B-R11B6,Flowering,75,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-364-B-R11B6,sous-parcelle,85-RUN-3347-364-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92852,85-RUN-3347-365-B-R11B5,Flowering,50,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-365-B-R11B5,sous-parcelle,85-RUN-3347-365-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92853,85-RUN-3347-368-B-R12B2,Flowering,95,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-368-B-R12B2,sous-parcelle,85-RUN-3347-368-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92854,85-RUN-3347-396-B-R12B4,Flowering,50,emmanuelle.zumstein,2016-06-08,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-396-B-R12B4,sous-parcelle,85-RUN-3347-396-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92855,85-RUN-3347-365-B-R11B5,Flowering,90,emmanuelle.zumstein,2016-06-09,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-365-B-R11B5,sous-parcelle,85-RUN-3347-365-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92856,85-RUN-3347-396-B-R12B4,Flowering,80,emmanuelle.zumstein,2016-06-09,\N,\N,Observation,Flowering,\N,NA,85-RUN-3347-396-B-R12B4,sous-parcelle,85-RUN-3347-396-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92865,85-RUN-3084-2-46-N,TotalAcidity,4.34,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3084-2-46-N,sous-parcelle,85-RUN,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92866,85-RUN-3160-27-4-N,TotalAcidity,5.36,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3160-27-4-N,sous-parcelle,85-RUN,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92867,85-RUN-3161-22-4-N,TotalAcidity,4.13,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3161-22-4-N,sous-parcelle,85-RUN,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92868,85-RUN-3180-16-8-N,TotalAcidity,3.81,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3180-16-8-N,sous-parcelle,85-RUN,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92869,85-RUN-3322-178-N-R10B3,TotalAcidity,3.87,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3322-178-N-R10B3,sous-parcelle,85-RUN-3322-178-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92870,85-RUN-3322-226-N-R11B2,TotalAcidity,3.65,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3322-226-N-R11B2,sous-parcelle,85-RUN-3322-226-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92871,85-RUN-3322-285-N-R11B3,TotalAcidity,5.56,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3322-285-N-R11B3,sous-parcelle,85-RUN-3322-285-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92872,85-RUN-3322-343-N-R11B4,TotalAcidity,4.03,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3322-343-N-R11B4,sous-parcelle,85-RUN-3322-343-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92873,85-RUN-3328-177-N-R10B4,TotalAcidity,4.78,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3328-177-N-R10B4,sous-parcelle,85-RUN-3328-177-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92874,85-RUN-3328-306-N-R10B5,TotalAcidity,4.19,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3328-306-N-R10B5,sous-parcelle,85-RUN-3328-306-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92875,85-RUN-3347-320-B-R12B3,TotalAcidity,3.58,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3347-320-B-R12B3,sous-parcelle,85-RUN-3347-320-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92876,85-RUN-3347-330-B-R12B5,TotalAcidity,4.13,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3347-330-B-R12B5,sous-parcelle,85-RUN-3347-330-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92877,85-RUN-3347-342-B-R13B2,TotalAcidity,3.58,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3347-342-B-R13B2,sous-parcelle,85-RUN-3347-342-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92878,85-RUN-3347-364-B-R11B6,TotalAcidity,4.03,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3347-364-B-R11B6,sous-parcelle,85-RUN-3347-364-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92879,85-RUN-3347-368-B-R12B2,TotalAcidity,3.14,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3347-368-B-R12B2,sous-parcelle,85-RUN-3347-368-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92880,85-RUN-3347-396-B-R12B4,TotalAcidity,4.27,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3347-396-B-R12B4,sous-parcelle,85-RUN-3347-396-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92881,85-RUN-3347-431-B-R11B7,TotalAcidity,2.87,emmanuelle.zumstein,2016-09-06,\N,\N,Electrotitrimetrie,Maturite,\N,NA,85-RUN-3347-431-B-R11B7,sous-parcelle,85-RUN-3347-431-B,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92829,85-RUN-3328-168-N-R10B6,Flowering,95,emmanuelle.zumstein,2016-06-06,\N,\N,Observation,Flowering,\N,NA,85-RUN-3328-168-N-R10B6,sous-parcelle,85-RUN-3328-168-N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92890,85-RUN-3084-2-46-N,AlcoolProbable,14.01,emmanuelle.zumstein,2016-09-06,\N,\N,Abaque,Maturite,\N,NA,85-RUN-3084-2-46-N,sous-parcelle,85-RUN,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92891,85-RUN-3160-27-4-N,AlcoolProbable,14.96,emmanuelle.zumstein,2016-09-06,\N,\N,Abaque,Maturite,\N,NA,85-RUN-3160-27-4-N,sous-parcelle,85-RUN,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92892,85-RUN-3161-22-4-N,AlcoolProbable,14.25,emmanuelle.zumstein,2016-09-06,\N,\N,Abaque,Maturite,\N,NA,85-RUN-3161-22-4-N,sous-parcelle,85-RUN,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
92893,85-RUN-3180-16-8-N,AlcoolProbable,15.23,emmanuelle.zumstein,2016-09-06,\N,\N,Abaque,Maturite,\N,NA,85-RUN-3180-16-8-N,sous-parcelle,85-RUN,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
